xmeas_1,xmeas_2,xmeas_3,xmeas_4,xmeas_5,xmeas_6,xmeas_7,xmeas_8,xmeas_9,xmeas_10,xmeas_11,xmeas_12,xmeas_13,xmeas_14,xmeas_15,xmeas_16,xmeas_17,xmeas_18,xmeas_19,xmeas_20,xmeas_21,xmeas_22,xmeas_23,xmeas_24,xmeas_25,xmeas_26,xmeas_27,xmeas_28,xmeas_29,xmeas_30,xmeas_31,xmeas_32,xmeas_33,xmeas_34,xmeas_35,xmeas_36,xmeas_37,xmeas_38,xmeas_39,xmeas_40,xmeas_41,xmv_1,xmv_2,xmv_3,xmv_4,xmv_5,xmv_6,xmv_7,xmv_8,xmv_9,xmv_10,xmv_11,Class
0.29364,3556.3,4449.7,9.3312,26.964,42.281,2696.7,74.393,120.37,0.37346,80.263,50.6,2624.3,27.201,51.355,3094.7,23.361,66.487,249.91,340.26,94.744,77.526,32.358,8.9417,26.045,6.9613,18.984,1.6492,32.502,14.008,23.631,1.3319,19.081,2.3048,4.8801,2.3338,0.024232,0.83684,0.11457,53.531,44.091,62.016,53.682,29.036,61.96,21.704,43.995,39.865,49.671,52.604,40.58,17.198,0
0.29669,3583.3,4458.6,9.4904,26.878,42.443,2700.1,75.287,120.34,0.36981,80.435,49.795,2628.8,23.078,50.72,3097.2,23.035,66.522,249.84,340.68,94.934,77.449,32.358,8.9417,26.045,6.9613,18.984,1.6492,32.502,14.008,23.631,1.3319,19.081,2.3048,4.8801,2.3338,0.024232,0.83684,0.11457,53.531,44.091,61.552,53.575,28.736,62.817,22.201,44.44,37.496,48.201,52.772,39.742,17.962,0
0.24979,3626.8,4425.8,9.4292,26.624,42.243,2701.3,73.827,120.41,0.36098,80.42,50.646,2629.2,23.802,49.209,3098.9,24.102,66.567,251.43,341.19,94.658,77.658,32.014,8.9851,26.038,6.9213,18.989,1.6581,33.202,14.018,23.56,1.2614,19.022,2.2761,4.9113,2.3139,0.024232,0.83684,0.11457,53.531,44.091,62.405,54.368,24.532,60.963,21.851,43.328,40.0,44.704,52.792,41.31,15.398,0
0.2482,3611.7,4473.3,9.2488,26.906,42.36,2700.6,74.227,120.39,0.36278,80.263,49.725,2629.1,24.762,50.843,3099.6,22.864,66.566,249.95,341.28,94.771,77.175,32.014,8.9851,26.038,6.9213,18.989,1.6581,33.202,14.018,23.56,1.2614,19.022,2.2761,4.9113,2.3139,0.024232,0.83684,0.11457,53.531,44.091,62.665,53.8,24.688,60.793,21.919,43.108,37.289,48.484,53.085,40.842,18.362,0
0.2836,3644.7,4522.1,9.3858,26.659,42.672,2703.2,75.007,120.39,0.36663,80.204,49.298,2631.5,25.374,49.782,3100.7,22.561,66.557,251.79,341.33,94.668,77.346,32.332,8.8721,26.039,6.7882,18.242,1.7126,32.867,13.64,23.837,1.1599,18.927,2.275,4.9095,2.39,0.024232,0.83684,0.11457,53.531,44.091,62.392,53.168,27.752,63.057,22.067,43.199,36.033,46.029,53.081,41.018,19.071,0
0.28326,3637.7,4508.5,9.5205,26.862,42.625,2703.0,74.455,120.41,0.36499,80.058,50.32,2631.2,26.694,48.318,3101.9,23.169,66.487,250.84,341.6,94.602,77.337,32.332,8.8721,26.039,6.7882,18.242,1.7126,32.867,13.64,23.837,1.1599,18.927,2.275,4.9095,2.39,0.01861,0.8316,0.093155,53.573,44.356,62.512,53.331,27.785,61.212,21.743,43.399,39.042,42.641,53.073,41.056,17.636,0
0.25212,3678.0,4545.7,9.3291,26.834,42.464,2707.5,74.989,120.41,0.32359,80.283,49.431,2636.7,25.654,51.577,3105.9,22.222,66.487,251.52,342.09,94.532,77.804,31.714,8.9434,25.877,6.9032,18.664,1.6962,33.081,13.747,23.66,1.3512,18.473,2.2485,4.8509,2.3307,0.01861,0.8316,0.093155,53.573,44.356,63.012,54.747,24.828,62.026,22.246,38.343,36.427,50.183,53.064,41.215,19.843,0
0.25023,3679.2,4537.5,9.374,26.647,42.394,2709.7,74.66,120.45,0.32097,80.357,50.751,2639.2,23.838,52.168,3107.8,23.568,66.525,251.72,342.41,94.327,77.56,31.714,8.9434,25.877,6.9032,18.664,1.6962,33.081,13.747,23.66,1.3512,18.473,2.2485,4.8509,2.3307,0.01861,0.8316,0.093155,53.573,44.356,62.991,54.846,25.014,63.109,22.321,38.664,40.31,51.552,53.094,40.701,16.636,0
0.3161,3639.1,4485.8,9.5166,27.166,42.397,2710.6,74.9,120.41,0.33716,80.197,49.628,2638.9,23.581,49.273,3108.2,23.654,66.565,250.01,342.74,94.484,77.209,32.195,8.8082,26.449,6.888,18.593,1.6899,33.298,13.867,23.878,1.3821,18.854,2.2644,4.8266,2.383,0.01861,0.8316,0.093155,53.573,44.356,62.707,54.482,30.622,61.21,22.443,39.364,37.005,44.852,53.294,41.064,16.451,0
0.31227,3647.1,4552.1,9.4564,27.122,42.523,2711.7,75.097,120.4,0.33236,80.066,50.16,2640.4,24.952,50.241,3107.9,22.35,66.524,253.24,343.28,94.375,77.126,32.195,8.8082,26.449,6.888,18.593,1.6899,33.298,13.867,23.878,1.3821,18.854,2.2644,4.8266,2.383,0.01861,0.8316,0.093155,53.573,44.356,62.569,53.688,30.998,61.018,22.821,39.95,38.57,47.092,53.058,40.991,19.557,0
0.27051,3661.1,4546.4,9.3833,27.007,42.201,2710.7,74.642,120.43,0.3473,79.844,50.491,2638.9,25.331,50.624,3106.3,22.769,66.463,251.96,344.02,94.546,77.254,32.565,8.8458,25.818,6.9654,18.465,1.6404,32.743,13.927,23.805,1.0483,18.506,2.2277,4.8104,2.332,0.019884,0.8125,0.08242,53.621,44.146,62.448,53.957,26.435,62.987,22.568,41.298,39.544,47.978,53.089,41.81,18.564,0
0.27051,3618.8,4521.9,9.5469,26.652,42.629,2712.9,74.446,120.41,0.34605,80.074,48.18,2643.3,26.762,50.505,3107.9,22.387,66.433,252.79,344.49,94.458,77.537,32.565,8.8458,25.818,6.9654,18.465,1.6404,32.743,13.927,23.805,1.0483,18.506,2.2277,4.8104,2.332,0.019884,0.8125,0.08242,53.621,44.146,63.177,54.25,26.435,61.379,22.779,41.45,32.744,47.702,53.011,41.501,19.437,0
0.23382,3625.6,4527.1,9.4699,26.734,42.485,2712.2,74.342,120.4,0.3552,79.963,51.193,2642.3,25.023,48.299,3106.3,21.631,66.43,251.72,344.7,94.576,77.472,32.448,8.993,26.583,6.8059,19.026,1.6712,33.151,13.721,23.986,1.0968,18.1,2.2454,4.7113,2.3033,0.019884,0.8125,0.08242,53.621,44.146,62.34,54.543,22.624,60.683,22.874,42.049,41.611,42.597,53.1,41.637,21.236,0
0.23137,3614.5,4551.1,9.4048,27.273,42.543,2713.1,74.781,120.38,0.35369,79.908,49.471,2642.5,23.625,48.793,3106.4,22.228,66.42,250.65,344.24,94.67,77.198,32.448,8.993,26.583,6.8059,19.026,1.6712,33.151,13.721,23.986,1.0968,18.1,2.2454,4.7113,2.3033,0.019884,0.8125,0.08242,53.621,44.146,62.531,54.256,22.865,63.322,23.304,42.232,36.543,43.74,53.19,40.824,19.838,0
0.24005,3688.1,4439.8,9.3576,27.197,42.273,2711.8,76.13,120.41,0.33599,79.746,50.673,2641.3,24.675,49.983,3107.4,23.562,66.371,251.55,344.61,94.524,77.231,32.666,8.6067,26.152,6.9222,19.162,1.6518,32.711,13.744,23.589,1.0353,18.057,2.2928,4.8616,2.2605,0.019884,0.8125,0.08242,53.621,44.146,62.659,54.216,23.579,62.613,22.934,38.878,40.082,46.494,53.109,41.873,16.682,0
0.23959,3679.0,4480.7,9.4329,26.838,42.41,2713.0,74.6,120.38,0.33363,79.84,49.825,2642.6,24.703,52.248,3107.0,21.393,66.331,250.57,344.45,94.454,77.345,32.666,8.6067,26.152,6.9222,19.162,1.6518,32.711,13.744,23.589,1.0353,18.057,2.2928,4.8616,2.2605,0.019874,0.80345,0.097935,53.937,43.724,62.815,53.727,23.624,62.734,23.123,39.166,37.585,51.736,52.681,41.061,21.825,0
0.2137,3644.5,4427.1,9.3919,26.531,42.602,2713.9,74.032,120.41,0.33678,79.913,50.893,2643.9,27.027,48.923,3107.0,23.009,66.313,251.29,344.75,94.57,77.478,33.132,8.8569,26.374,6.7718,18.427,1.6747,33.872,13.776,23.596,1.2504,18.567,2.2502,4.7998,2.3277,0.019874,0.80345,0.097935,53.937,43.724,62.406,53.98,21.257,63.191,22.987,39.265,40.729,44.042,52.392,41.467,17.967,0
0.21446,3659.3,4468.7,9.4596,26.701,42.331,2712.6,74.536,120.38,0.33632,79.782,51.273,2642.2,24.412,49.138,3106.0,23.067,66.322,250.17,345.16,94.575,77.188,33.132,8.8569,26.374,6.7718,18.427,1.6747,33.872,13.776,23.596,1.2504,18.567,2.2502,4.7998,2.3277,0.019874,0.80345,0.097935,53.937,43.724,62.15,53.482,21.183,61.775,22.976,39.322,41.847,44.539,52.267,40.62,17.852,0
0.16273,3711.7,4544.5,9.44,26.734,42.308,2712.3,74.705,120.41,0.3408,79.655,49.472,2641.8,26.045,50.088,3105.0,23.203,66.27,249.26,345.71,94.568,76.872,32.666,8.9418,26.302,6.8334,18.768,1.6352,33.475,13.728,23.625,1.355,18.21,2.2606,4.7787,2.2585,0.019874,0.80345,0.097935,53.937,43.724,62.602,54.377,15.955,63.202,23.357,39.53,36.547,46.738,52.127,41.442,17.566,0
0.16261,3665.8,4549.5,9.6066,26.64,42.743,2712.4,74.767,120.39,0.3375,79.661,50.329,2642.1,24.873,50.223,3106.0,23.15,66.176,248.56,344.92,94.465,77.442,32.666,8.9418,26.302,6.8334,18.768,1.6352,33.475,13.728,23.625,1.355,18.21,2.2606,4.7787,2.2585,0.019874,0.80345,0.097935,53.937,43.724,63.391,54.316,15.966,61.298,23.077,39.932,39.07,47.049,51.973,40.579,17.666,0
0.1991,3646.9,4523.9,9.4723,26.612,42.477,2716.6,74.441,120.42,0.33143,80.031,51.12,2647.0,23.684,49.738,3108.8,23.073,66.196,246.12,344.65,94.536,77.574,32.237,8.92,26.391,6.8205,18.372,1.6462,33.448,13.743,24.245,1.3572,18.373,2.208,4.6996,2.3237,0.0029396,0.81938,0.10127,53.204,43.903,63.251,53.817,19.786,60.565,23.448,39.306,41.396,45.927,51.69,42.334,17.809,0
0.20098,3653.6,4496.0,9.3408,26.414,42.527,2715.2,74.388,120.37,0.33298,79.954,51.055,2644.3,24.816,50.433,3110.2,23.33,66.213,248.14,344.39,94.426,77.25,32.237,8.92,26.391,6.8205,18.372,1.6462,33.448,13.743,24.245,1.3572,18.373,2.208,4.6996,2.3237,0.0029396,0.81938,0.10127,53.204,43.903,63.135,54.15,19.602,60.067,22.7,39.117,41.204,47.535,51.164,40.417,17.214,0
0.24147,3672.3,4547.2,9.4134,26.857,42.46,2717.5,74.85,120.44,0.33097,80.058,49.733,2647.1,27.534,49.643,3112.5,23.035,66.232,245.02,344.38,94.53,77.708,32.758,8.9803,26.669,6.7552,18.207,1.6573,33.512,13.721,23.626,1.0365,18.344,2.2524,4.7076,2.3042,0.0029396,0.81938,0.10127,53.204,43.903,62.979,54.545,23.245,60.958,23.001,39.63,37.314,45.707,51.097,42.511,17.864,0
0.23699,3664.7,4590.2,9.3742,27.082,42.303,2719.2,75.157,120.42,0.33193,80.11,50.26,2649.2,24.8,49.011,3113.5,23.771,66.238,246.1,344.2,94.375,77.473,32.758,8.9803,26.669,6.7552,18.207,1.6573,33.512,13.721,23.626,1.0365,18.344,2.2524,4.7076,2.3042,0.0029396,0.81938,0.10127,53.204,43.903,63.11,54.03,23.685,63.922,23.419,39.513,38.866,44.244,50.656,41.4,16.117,0
0.18452,3718.6,4558.3,9.4217,26.639,42.44,2717.5,75.012,120.43,0.32934,79.924,50.807,2647.0,22.987,49.906,3111.3,23.119,66.203,244.51,344.75,94.513,77.196,32.652,8.8264,26.51,6.9897,18.298,1.6434,33.616,13.908,23.947,1.1382,18.373,2.2418,4.8123,2.2328,0.0029396,0.81938,0.10127,53.204,43.903,62.845,54.898,18.308,61.417,23.069,39.098,40.475,46.315,50.454,42.241,17.685,0
0.18743,3709.1,4599.7,9.3361,26.96,42.261,2716.3,76.291,120.39,0.32936,79.855,50.709,2645.8,27.138,49.636,3109.9,22.618,66.129,241.74,344.25,94.41,77.372,32.652,8.8264,26.51,6.9897,18.298,1.6434,33.616,13.908,23.947,1.1382,18.373,2.2418,4.8123,2.2328,0.012487,0.78874,0.092474,53.546,43.717,63.009,54.403,18.023,62.543,23.228,39.095,40.185,45.691,50.726,41.145,18.867,0
0.18827,3629.0,4567.1,9.3735,27.403,41.863,2714.9,74.859,120.39,0.35195,79.788,48.936,2644.0,23.672,48.339,3109.6,23.242,66.11,243.82,343.88,94.549,77.215,32.144,8.6808,26.908,6.7671,18.38,1.675,32.814,13.851,24.318,1.2074,17.928,2.2729,4.7438,2.3502,0.012487,0.78874,0.092474,53.546,43.717,62.338,54.659,18.891,60.864,23.37,41.324,34.969,42.691,50.363,40.773,17.396,0
0.18959,3638.3,4553.2,9.4568,27.2,42.446,2712.9,74.106,120.37,0.34991,79.582,51.09,2640.8,25.03,49.223,3107.9,22.555,66.039,241.86,343.46,94.737,76.61,32.144,8.6808,26.908,6.7671,18.38,1.675,32.814,13.851,24.318,1.2074,17.928,2.2729,4.7438,2.3502,0.012487,0.78874,0.092474,53.546,43.717,62.179,54.825,18.761,61.465,22.817,41.573,41.307,44.735,50.361,40.157,19.094,0
0.23766,3687.8,4550.5,9.4833,26.792,42.225,2716.8,74.634,120.41,0.3431,79.72,51.389,2646.0,25.947,49.39,3109.7,22.684,65.941,244.81,343.91,94.708,77.711,32.46,8.9196,26.373,6.9222,18.345,1.6232,33.082,13.82,24.308,1.2375,18.417,2.3152,4.7781,2.3639,0.012487,0.78874,0.092474,53.546,43.717,63.282,54.729,23.266,60.332,23.017,40.972,42.188,45.121,49.929,41.305,18.72,0
0.23712,3670.9,4558.9,9.496,26.911,42.472,2716.2,75.239,120.4,0.34484,79.78,51.767,2645.8,25.341,51.024,3111.6,24.041,65.943,241.47,343.66,94.443,77.086,32.46,8.9196,26.373,6.9222,18.345,1.6232,33.082,13.82,24.308,1.2375,18.417,2.3152,4.7781,2.3639,0.012487,0.78874,0.092474,53.546,43.717,63.573,54.629,23.318,59.012,22.816,40.76,43.3,48.904,50.052,41.567,15.542,0
0.20603,3633.6,4579.4,9.2848,26.773,42.368,2717.7,75.221,120.39,0.33817,79.9,50.728,2646.6,27.566,49.544,3112.1,22.471,65.936,238.41,343.39,94.652,77.226,32.141,8.9236,27.133,6.8023,18.462,1.6739,33.266,13.894,23.965,1.2279,18.178,2.2402,4.7325,2.2674,0.0010057,0.79358,0.095042,52.98,44.259,62.89,54.539,20.137,63.225,22.891,40.769,40.241,45.478,49.311,40.655,19.25,0
0.20372,3645.8,4588.8,9.4464,27.2,42.371,2715.9,75.554,120.41,0.34202,79.669,50.952,2645.5,24.435,49.397,3110.7,23.814,65.882,235.84,343.34,94.541,77.025,32.141,8.9236,27.133,6.8023,18.462,1.6739,33.266,13.894,23.965,1.2279,18.178,2.2402,4.7325,2.2674,0.0010057,0.79358,0.095042,52.98,44.259,62.68,54.426,20.364,59.091,23.224,40.3,40.902,45.139,49.003,40.966,16.091,0
0.23392,3711.2,4580.0,9.3058,26.788,42.555,2715.3,75.532,120.38,0.35128,79.66,50.792,2644.2,24.368,50.274,3111.1,23.243,65.809,234.95,342.94,94.678,76.994,32.361,8.7983,26.665,6.8083,18.866,1.6435,33.137,13.845,24.174,1.2796,18.31,2.2566,4.8044,2.3365,0.0010057,0.79358,0.095042,52.98,44.259,62.625,54.305,23.235,62.057,22.699,41.191,40.431,47.167,48.55,40.916,17.462,0
0.23464,3691.0,4537.0,9.3115,26.829,42.677,2715.2,75.398,120.41,0.3491,79.679,50.757,2643.5,24.463,50.944,3112.1,22.949,65.715,236.28,343.12,94.51,77.43,32.361,8.7983,26.665,6.8083,18.866,1.6435,33.137,13.845,24.174,1.2796,18.31,2.2566,4.8044,2.3365,0.0010057,0.79358,0.095042,52.98,44.259,62.973,54.82,23.165,63.285,22.219,41.456,40.329,48.719,47.903,41.716,18.14,0
0.21142,3628.5,4517.8,9.2564,26.884,42.509,2715.5,74.877,120.4,0.34308,79.774,50.892,2644.3,24.765,50.18,3111.1,23.288,65.689,231.53,342.45,94.612,77.327,32.186,8.7395,26.864,6.8517,18.737,1.626,32.807,13.921,24.563,1.2907,17.696,2.326,4.7535,2.3409,0.0010057,0.79358,0.095042,52.98,44.259,64.067,54.079,21.139,61.694,22.549,40.939,40.724,46.951,47.799,40.829,17.338,0
0.21314,3687.0,4478.7,9.2887,26.67,42.165,2717.3,75.601,120.41,0.34462,80.028,49.146,2646.8,26.217,49.43,3111.9,23.713,65.676,230.01,342.9,94.49,77.494,32.186,8.7395,26.864,6.8517,18.737,1.626,32.807,13.921,24.563,1.2907,17.696,2.326,4.7535,2.3409,0.0016245,0.82017,0.089303,53.477,43.795,63.061,54.547,20.969,63.133,22.757,40.752,35.588,45.215,47.449,42.032,16.3,0
0.23165,3661.3,4532.3,9.3964,26.86,42.297,2715.6,75.471,120.4,0.35457,80.153,50.715,2644.5,24.948,51.078,3112.8,21.717,65.722,230.81,342.23,94.458,77.459,32.362,8.9098,26.414,6.7825,18.624,1.6516,33.342,13.697,24.434,1.1372,18.003,2.2618,4.8213,2.3659,0.0016245,0.82017,0.089303,53.477,43.795,63.172,54.217,22.305,59.986,22.582,41.676,40.204,49.028,46.866,40.738,21.018,0
0.22685,3669.4,4512.8,9.359,26.807,42.487,2713.7,74.801,120.4,0.35299,80.012,49.87,2643.2,23.646,49.798,3109.8,22.328,65.697,227.52,342.11,94.551,77.221,32.362,8.9098,26.414,6.7825,18.624,1.6516,33.342,13.697,24.434,1.1372,18.003,2.2618,4.8213,2.3659,0.0016245,0.82017,0.089303,53.477,43.795,63.033,54.452,22.777,62.415,22.55,41.868,37.717,46.066,46.647,41.503,19.581,0
0.21068,3700.5,4540.4,9.3062,26.741,42.367,2712.4,75.705,120.39,0.32736,79.856,48.579,2641.5,25.527,49.407,3108.3,21.249,65.598,227.88,342.3,94.518,77.019,32.335,8.8225,26.565,6.7749,18.785,1.6621,33.178,13.671,24.244,1.1577,18.04,2.2272,4.817,2.3127,0.0016245,0.82017,0.089303,53.477,43.795,63.166,54.414,20.832,60.198,22.44,38.973,33.918,45.161,46.11,40.887,22.172,0
0.20952,3712.9,4505.4,9.3953,26.829,42.198,2708.6,75.595,120.4,0.32771,79.543,49.966,2638.1,24.384,51.453,3106.3,23.202,65.493,225.55,341.84,94.664,76.698,32.335,8.8225,26.565,6.7749,18.785,1.6621,33.178,13.671,24.244,1.1577,18.04,2.2272,4.817,2.3127,0.0016245,0.82017,0.089303,53.477,43.795,62.952,54.833,20.946,59.965,22.329,38.93,37.999,49.896,45.819,41.052,17.594,0
0.21165,3721.4,4512.6,9.3605,26.764,42.478,2709.5,74.204,120.4,0.32908,79.647,48.401,2638.3,24.057,50.968,3105.4,23.467,65.391,225.0,341.56,94.595,77.261,31.743,8.7472,26.685,6.8874,18.445,1.6309,32.94,13.821,24.725,1.2315,18.385,2.2885,4.8039,2.262,0.0012617,0.82446,0.1063,53.018,43.052,62.971,54.363,20.926,59.722,22.467,37.851,33.394,48.775,46.003,41.198,16.94,0
0.21172,3671.7,4552.4,9.2477,26.569,42.158,2710.5,75.181,120.39,0.32585,79.969,51.244,2640.1,24.919,48.579,3107.7,21.88,65.359,225.07,341.47,94.513,77.477,31.743,8.7472,26.685,6.8874,18.445,1.6309,32.94,13.821,24.725,1.2315,18.385,2.2885,4.8039,2.262,0.0012617,0.82446,0.1063,53.018,43.052,63.825,53.887,20.919,62.071,22.199,38.244,41.761,43.246,45.775,40.761,20.68,0
0.27264,3673.9,4543.0,9.4632,26.926,42.488,2709.4,75.849,120.4,0.34013,79.83,51.91,2637.9,27.36,50.633,3107.7,22.032,65.38,225.06,340.82,94.633,77.039,32.399,8.8928,26.63,7.0606,18.402,1.6403,32.853,13.913,24.608,1.2766,18.199,2.2343,4.7182,2.3585,0.0012617,0.82446,0.1063,53.018,43.052,62.847,54.861,26.5,60.105,22.064,40.428,43.722,47.998,45.551,40.897,20.361,0
0.27073,3640.7,4569.3,9.3689,27.088,42.118,2709.1,74.995,120.38,0.34311,79.805,50.832,2637.6,24.335,49.991,3108.0,24.76,65.337,222.89,340.99,94.606,77.307,32.399,8.8928,26.63,7.0606,18.402,1.6403,32.853,13.913,24.608,1.2766,18.199,2.2343,4.7182,2.3585,0.0012617,0.82446,0.1063,53.018,43.052,63.42,54.546,26.687,59.095,21.873,40.066,40.548,46.514,45.521,40.38,13.876,0
0.21101,3569.1,4522.8,9.4076,26.726,42.11,2711.6,75.176,120.42,0.35268,80.174,50.172,2640.3,23.395,51.778,3108.7,22.188,65.382,223.16,341.02,94.745,77.786,32.523,8.9481,26.64,6.9533,18.449,1.6277,32.734,13.761,24.258,1.1232,18.084,2.283,4.7388,2.2852,0.0012617,0.82446,0.1063,53.018,43.052,63.046,55.268,20.307,59.05,22.127,41.422,38.607,50.648,45.273,41.413,19.923,0
0.20984,3626.4,4559.1,9.2837,27.062,42.227,2712.3,75.883,120.39,0.3469,80.319,48.811,2640.9,26.316,51.886,3110.6,22.221,65.434,222.76,340.6,94.707,77.544,32.523,8.9481,26.64,6.9533,18.449,1.6277,32.734,13.761,24.258,1.1232,18.084,2.283,4.7388,2.2852,0.0021564,0.83176,0.08579,53.225,44.27,62.06,54.834,20.421,60.264,22.183,42.128,34.6,50.898,45.165,40.991,19.84,0
0.19347,3624.6,4550.2,9.2641,26.569,42.285,2713.4,74.877,120.39,0.33008,80.367,48.471,2641.7,23.721,49.516,3109.8,22.531,65.494,221.64,340.5,94.812,77.216,32.226,8.928,26.456,6.8141,18.813,1.6725,32.393,13.815,24.568,1.2157,18.019,2.2349,4.7737,2.2382,0.0021564,0.83176,0.08579,53.225,44.27,62.913,54.884,19.12,59.779,22.044,40.135,33.601,45.413,45.073,40.838,19.104,0
0.19601,3631.9,4619.3,9.255,26.475,42.031,2706.5,74.21,120.4,0.33627,79.837,48.868,2634.8,25.526,50.1,3107.1,22.722,65.44,220.48,339.35,94.738,76.962,32.226,8.928,26.456,6.8141,18.813,1.6725,32.393,13.815,24.568,1.2157,18.019,2.2349,4.7737,2.2382,0.0021564,0.83176,0.08579,53.225,44.27,62.788,54.056,18.871,61.572,21.332,39.381,34.768,46.765,44.987,40.84,18.699,0
0.22009,3681.6,4517.2,9.3189,27.15,42.698,2704.8,75.26,120.4,0.33673,79.687,51.0,2632.3,24.866,50.485,3104.8,23.319,65.338,219.56,339.19,94.924,76.877,32.203,9.0186,26.512,6.8693,18.917,1.7042,32.229,13.715,24.495,1.3519,18.623,2.233,4.8638,2.3037,0.0021564,0.83176,0.08579,53.225,44.27,63.153,54.409,21.775,61.283,21.64,40.719,41.043,47.656,44.889,40.617,17.318,0
0.22039,3664.2,4549.3,9.3287,26.889,42.057,2704.9,75.297,120.43,0.33618,79.799,49.181,2633.3,26.716,50.498,3104.7,22.288,65.235,218.46,339.57,94.608,77.411,32.203,9.0186,26.512,6.8693,18.917,1.7042,32.229,13.715,24.495,1.3519,18.623,2.233,4.8638,2.3037,0.0021564,0.83176,0.08579,53.225,44.27,63.451,54.025,21.745,60.935,21.814,40.786,35.691,47.686,44.81,41.786,19.744,0
0.22293,3637.8,4470.1,9.3909,27.085,42.212,2706.3,75.542,120.38,0.32856,80.068,51.117,2635.5,25.472,50.596,3105.7,23.933,65.228,221.26,339.13,94.816,77.363,31.949,8.8615,26.285,6.9254,19.476,1.6828,32.573,13.861,24.35,1.3568,18.959,2.2736,4.8427,2.304,0.0079091,0.84546,0.10537,53.308,43.883,63.459,54.704,21.887,63.464,21.876,38.948,41.386,47.913,44.554,40.112,15.829,0
0.22222,3650.0,4513.6,9.209,26.91,42.28,2707.1,76.074,120.43,0.32707,80.287,51.397,2635.8,25.22,48.835,3106.6,22.764,65.264,217.36,338.41,94.594,77.385,31.949,8.8615,26.285,6.9254,19.476,1.6828,32.573,13.861,24.35,1.3568,18.959,2.2736,4.8427,2.304,0.0079091,0.84546,0.10537,53.308,43.883,63.249,54.182,21.956,60.895,21.75,39.13,42.211,43.838,44.793,41.91,18.591,0
0.24913,3631.3,4503.2,9.2505,27.13,42.54,2706.2,74.41,120.37,0.34,80.297,49.145,2634.5,26.076,49.464,3106.1,22.007,65.351,221.32,338.6,94.754,77.436,32.037,8.945,26.699,6.9904,18.824,1.6499,32.531,13.687,24.292,1.322,18.702,2.2787,4.7947,2.3353,0.0079091,0.84546,0.10537,53.308,43.883,63.066,52.864,24.36,61.833,21.609,41.409,35.584,45.294,44.33,39.997,20.371,0
0.24936,3664.2,4407.5,9.3793,26.665,42.128,2704.0,75.542,120.4,0.34326,80.066,48.934,2632.1,24.84,50.05,3104.6,23.288,65.334,218.22,338.78,94.629,76.732,32.037,8.945,26.699,6.9904,18.824,1.6499,32.531,13.687,24.292,1.322,18.702,2.2787,4.7947,2.3353,0.0079091,0.84546,0.10537,53.308,43.883,62.498,54.01,24.338,59.088,21.451,41.012,34.963,46.65,44.497,41.564,17.392,0
0.23975,3615.6,4529.2,9.38,26.834,42.42,2703.4,75.146,120.38,0.32244,79.964,50.092,2632.0,25.75,50.775,3102.4,22.978,65.28,219.39,339.04,94.855,77.21,31.489,8.9541,26.874,7.1466,18.884,1.6416,32.777,13.811,24.517,1.2542,18.662,2.2791,4.9179,2.3436,0.0079091,0.84546,0.10537,53.308,43.883,62.694,54.091,24.002,60.148,21.612,38.803,38.37,48.328,44.288,40.1,18.11,0
0.24078,3602.5,4562.2,9.367,26.828,42.024,2706.5,76.192,120.41,0.32496,80.096,49.677,2634.2,22.663,49.448,3105.2,22.621,65.251,219.22,338.5,94.83,77.269,31.489,8.9541,26.874,7.1466,18.884,1.6416,32.777,13.811,24.517,1.2542,18.662,2.2791,4.9179,2.3436,0.016116,0.85635,0.10109,53.391,44.389,62.92,53.696,23.901,58.397,21.859,38.495,37.148,45.257,44.554,41.732,18.954,0
0.2996,3582.9,4542.7,9.3241,26.772,42.193,2707.3,75.331,120.36,0.3391,80.097,49.563,2635.4,25.761,49.715,3106.4,23.246,65.251,218.03,338.86,94.92,77.194,32.003,8.8501,26.605,6.8934,19.28,1.6882,32.304,13.803,24.592,1.3416,18.47,2.2701,4.8001,2.3054,0.016116,0.85635,0.10109,53.391,44.389,61.71,53.767,29.42,60.552,21.654,39.992,36.815,45.874,44.709,40.178,17.48,0
0.29979,3574.4,4529.0,9.3453,27.243,42.088,2710.4,75.211,120.41,0.33681,80.222,48.923,2638.9,23.735,49.503,3109.6,22.164,65.287,219.14,339.43,94.827,77.521,32.003,8.8501,26.605,6.8934,19.28,1.6882,32.304,13.803,24.592,1.3416,18.47,2.2701,4.8001,2.3054,0.016116,0.85635,0.10109,53.391,44.389,61.858,53.932,29.402,61.285,22.061,40.272,34.932,45.384,44.66,40.936,20.018,0
0.254,3645.4,4467.1,9.2623,26.951,42.321,2708.5,75.797,120.36,0.33567,80.049,48.317,2636.9,25.185,49.063,3109.9,22.798,65.275,220.97,338.9,94.823,76.934,31.813,8.8833,26.949,6.817,19.055,1.6811,32.564,13.84,24.657,1.3183,18.663,2.2314,4.8333,2.2572,0.016116,0.85635,0.10109,53.391,44.389,62.724,53.649,25.037,59.884,21.47,40.172,33.148,44.366,44.544,39.65,18.556,0
